Country,Place_Name,Latitude,Longitude
DE,Ilmenau,50.6912,10.9199
DE,Fahrenzhausen,48.3497,11.5639
DE,Schnaittenbach,49.55,12.0167
DE,Meckenheim,50.6259,7.0332
DE,Hanover,52.4008,9.7217
DE,Hanover,52.3633,9.748
DE,Burgdorf,52.4553,10.0074
DE,K<f6>ln,50.9325,6.941
DE,Bonn,50.7231,7.1068
DE,Troisdorf,50.8152,7.172000000000001
DE,K<f6>ln,50.9855,6.9595
DE,Pulheim,50.9734,6.7984
DE,G<f6>ttingen,51.5364,9.939
DE,Garmisch-partenkirchen,47.5,11.1
DE,Halle,51.5124,11.9055
DE,Braunschweig,52.2835,10.5822
DE,Ingolstadt,48.776,11.4459
DE,M<f6>rfelden-walldorf,49.9947,8.5836
DE,Bad Hersfeld,50.88399999999999,9.7024
DE,B<fc>ttelborn,49.9033,8.5216
DE,Gro<df>-gerau,49.9239,8.4936
DE,Ettlingen,48.9445,8.4027
DE,Karlsruhe,49.0003,8.4776
DE,Regensburg,49.0312,12.1022
DE,Kassel,51.3166,9.4912
DE,Mosbach,49.3537,9.1343
DE,Koblenz,50.3586,7.5812
DE,Koblenz,50.3849,7.5741
DE,Rengsdorf,50.5,7.5
DE,Erkrath,51.2132,6.928999999999999
DE,Bernburg,51.7897,11.7459
DE,Jena,50.8899,11.6086
DE,Freiberg,50.9118,13.342
DE,Halle,51.4507,11.9493
DE,Cottbus,51.7612,14.3544
DE,Berlin,52.5483,13.5073
DE,F<fc>rstenfeldbruck,48.1825,11.2464
DE,Munich,48.1167,11.5478
DE,Munich,48.1401,11.5885
DE,Putzbrunn,48.0833,11.7167
